test_year,n_train,n_test,log_loss,accuracy,brier
2002,748.0,64,1.0139417311302927,0.46875,0.6102383142654881
2006,869.0,64,0.8335647800042159,0.625,0.48824218562715027
2010,990.0,64,1.0202628255795831,0.59375,0.5803818242904715
2014,1111.0,64,0.975143618640929,0.59375,0.5673292617003051
2018,1284.0,64,1.4560109236014407,0.578125,0.5582121116751958
2022,1453.0,64,1.0163353144660072,0.546875,0.5940241601611672
mean,1075.8333333333333,384,1.0525431989037448,0.5677083333333334,0.5664046429532963
