model,mean_log_loss,mean_accuracy,mean_brier,corr_vs_momios
logreg_elasticnet,0.9786052444753451,0.5546875,0.567130541056943,0.9231780791508674
xgboost_current_temporal_master,0.9410382173958894,0.6067708333333334,0.5527503944828538,0.9437080340291042
