model,test_year,n_train,n_test,log_loss,accuracy,brier
logreg,2002,748.0,64,1.0253280878715212,0.40625,0.6167933914691214
logreg,2006,869.0,64,0.8526449875729712,0.640625,0.5003707484057309
logreg,2010,990.0,64,1.043716098097202,0.546875,0.5795904168432616
logreg,2014,1111.0,64,0.9903476354557026,0.625,0.5585060417111476
logreg,2018,1284.0,64,0.9579679223058075,0.5625,0.5687939564146836
logreg,2022,1453.0,64,1.001626735548866,0.546875,0.5787286914977128
logreg,mean,1075.8333333333333,384,0.9786052444753451,0.5546875,0.567130541056943
