model,benchmark,folds,total_test_matches,mean_log_loss,mean_accuracy,mean_brier,corr_vs_momios,n_trials,n_simulations
current,full_coverage,6,384,0.9410382173958894,0.6067708333333334,0.5527503944828538,0.9437080340291042,12,50000
